CODE;MATSTA;STAGE;ENGBLK;ENGREL;MRPCTRL;SMAD;SMADPER;PMAD;PMADPER;CUSTCLASS;LAG;FWSHIP;VS;COALESCE(D.YOURREF,'')
1257459/5100;P1P1P1;Production Planned;;2024-07-31;C92. Daligault, Gildas;2026-06-04;;2026-08-04;;Public;6;OUT Q1 2026;Nuclear;NUC
1257459/6000;P1P1SP;Engineering;EOUT;;C11. Hubert, Jean-Charles;2026-07-02;;2026-09-02;;Public;6;ENG;Nuclear;NUC
1257459/6100;P1P1P1;Production Ordered;;2024-07-31;C92. Daligault, Gildas;2026-07-02;;2026-09-02;;Public;6;OUT Q1 2026;Nuclear;NUC
1257459/7000;P1P1SP;Engineering;EOUT;;C11. Hubert, Jean-Charles;2026-05-28;;2026-07-28;;Public;6;ENG;Nuclear;NUC
1257459/7100;P1P1P1;Production Ordered;;2024-07-31;C92. Daligault, Gildas;2026-05-28;;2026-07-28;;Public;6;OUT Q1 2026;Nuclear;NUC
1257459/8000;P1P1SP;Engineering;EOUT;;C11. Hubert, Jean-Charles;2026-05-28;;2026-07-28;;Public;6;ENG;Nuclear;NUC
1257459/8100;P1P1P1;Production Ordered;;2024-07-31;C92. Daligault, Gildas;2026-05-28;;2026-07-28;;Public;6;OUT Q1 2026;Nuclear;NUC
1257459/9000;P1P1P1;Engineering;;2025-03-12;C11. Hubert, Jean-Charles;2026-06-22;;2026-08-24;;Public;6;ENG;Nuclear;NUC
1257459/9100;P1P1P1;Production Ordered;;2025-03-17;C92. Daligault, Gildas;2026-05-28;;2026-07-28;;Public;6;OUT Q1 2026;Nuclear;NUC
1257459/9500;P1P1ZZ;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;6;ENG;Nuclear;NUC
1257459/10000;P1P1P1;Engineering;;2025-03-12;C11. Hubert, Jean-Charles;2026-06-19;;2026-08-19;;Public;6;ENG;Nuclear;NUC
1257459/10100;P1P1P1;Production Ordered;;2025-03-17;C92. Daligault, Gildas;2026-05-28;;2026-07-28;;Public;6;OUT Q1 2026;Nuclear;NUC
1257459/10500;P1P1ZZ;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;6;ENG;Nuclear;NUC
1257459/11000;P1P1P1;Engineering;;2025-03-12;C11. Hubert, Jean-Charles;2026-09-08;;2026-11-09;;Public;6;ENG;Nuclear;NUC
1257459/11100;P1P1P1;Purchase Confirmed;;2024-07-31;C92. Daligault, Gildas;2026-09-08;;2026-11-09;;Public;6;OUT Q1 2026;Nuclear;NUC
1257459/11300;P1P1P1;Engineering;ENGR;;C28. Machining;;;;;Public;6;ENG;Nuclear;NUC
1257459/11310;P1P1P1;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;6;ENG;Nuclear;NUC
1257459/11320;P1P1P1;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;6;ENG;Nuclear;NUC
1257459/11330;P1P1P1;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;6;ENG;Nuclear;NUC
1257459/11340;P1P1P1;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;6;ENG;Nuclear;NUC
1257459/11500;P1P1ZZ;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;6;ENG;Nuclear;NUC
1257459/13000;P1P1P1;Engineering;;2025-03-12;C11. Hubert, Jean-Charles;2026-05-18;;2026-07-20;;Public;6;ENG;Nuclear;NUC
1257459/13500;P1P1ZZ;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;6;ENG;Nuclear;NUC
1257459/14000;P1P1SP;Engineering;;2025-06-18;C11. Hubert, Jean-Charles;2026-04-15;;2026-06-15;;Public;6;ENG;Nuclear;NUC
1257459/14100;P1P1P1;Engineering;ENGR;;C11. Hubert, Jean-Charles;2026-04-15;;2026-06-15;;Public;6;ENG;Nuclear;NUC
1257459/14500;P1P1ZZ;Engineering Issue;;;C35. Daligault, Gildas;;;;;Public;6;TO BE ANALYSED;Nuclear;NUC
1257459/15000;P1P1SP;Engineering;;2025-06-18;C11. Hubert, Jean-Charles;2026-04-15;;2026-06-15;;Public;6;ENG;Nuclear;NUC
1257459/15100;P1P1P1;Engineering;ENGR;;C11. Hubert, Jean-Charles;2026-04-15;;2026-06-15;;Public;6;ENG;Nuclear;NUC
1257459/15500;P1P1ZZ;Engineering Issue;;;C35. Daligault, Gildas;;;;;Public;6;TO BE ANALYSED;Nuclear;NUC
1257459/16000;P1P1P1;Engineering;;2025-03-12;C11. Hubert, Jean-Charles;2026-07-27;;2026-09-25;;Public;6;ENG;Nuclear;NUC
1257459/16500;P1P1ZZ;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;6;ENG;Nuclear;NUC
1257459/17000;P1P1P1;Engineering;;2025-03-12;C11. Hubert, Jean-Charles;2026-07-27;;2026-09-25;;Public;6;ENG;Nuclear;NUC
1257459/17500;P1P1ZZ;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;6;ENG;Nuclear;NUC
1257466/1010;P1P1SP;Engineering;EOUT;;C11. Hubert, Jean-Charles;2026-09-10;;2026-11-10;;Public;6;ENG;Nuclear;NUC
1257466/1100;P1P1P1;Production Ordered;;2024-07-31;C92. Daligault, Gildas;2026-07-23;;2026-09-23;;Public;6;OUT Q1 2026;Nuclear;NUC
1257466/1500;P1P1ZZ;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;6;ENG;Nuclear;NUC
1257466/2000;P1P1P1;Engineering;EOUT;;C35. Daligault, Gildas;2026-07-23;;2026-09-23;;Public;6;ENG;Nuclear;NUC
1257466/3010;P1P1RB;Engineering;ENGR;;C92. Daligault, Gildas;;;;;Public;6;ENG;Nuclear;NUC
1257466/4000;P1P1SP;Engineering;EOUT;;C11. Hubert, Jean-Charles;2026-07-27;;2026-09-30;;Public;6;ENG;Nuclear;NUC
1257466/4100;P1P1P1;Production Ordered;;2024-07-31;C92. Daligault, Gildas;2026-07-27;;2026-09-30;;Public;6;OUT Q1 2026;Nuclear;NUC
1257466/4500;P1P1ZZ;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;6;ENG;Nuclear;NUC
1257466/5000;P1P1SP;Engineering;EOUT;;C11. Hubert, Jean-Charles;2026-07-23;;2026-09-23;;Public;6;ENG;Nuclear;NUC
1257466/5100;P1P1P1;Production Ordered;;2024-07-31;C92. Daligault, Gildas;2026-07-23;;2026-09-23;;Public;6;OUT Q1 2026;Nuclear;NUC
1257466/5500;P1P1ZZ;Engineering;ENGR;;C35. Daligault, Gildas;;;;;Public;6;ENG;Nuclear;NUC
1257469/1000;P1P1P1;Engineering;;2025-04-23;C11. Hubert, Jean-Charles;2026-05-19;;2026-07-20;;Public;6;ENG;Nuclear;NUC
1257469/1200;P1P1P1;Production Ordered;;2024-11-13;C92. Daligault, Gildas;2026-02-19;;2026-04-20;;Public;6;OUT Q1 2026;Nuclear;NUC
1257469/2000;P1P1SP;Engineering;EOUT;;C11. Hubert, Jean-Charles;2026-04-17;;2026-06-17;;Public;6;ENG;Nuclear;NUC
1257469/2200;P1P1P1;Production Ordered;;2024-11-13;C92. Daligault, Gildas;2026-04-17;;2026-06-17;;Public;6;OUT Q1 2026;Nuclear;NUC
1257469/3000;P1P1SP;Engineering;EOUT;;C11. Hubert, Jean-Charles;2026-04-23;;2026-06-23;;Public;6;ENG;Nuclear;NUC
1257469/3200;P1P1P1;Production Ordered;;2024-11-13;C92. Daligault, Gildas;2026-04-23;;2026-06-23;;Public;6;OUT Q1 2026;Nuclear;NUC
1257469/4000;P1P1SP;Engineering;EOUT;;C11. Hubert, Jean-Charles;2026-05-05;;2026-07-06;;Public;6;ENG;Nuclear;NUC
1257469/4200;P1P1P1;Production Ordered;;2024-11-13;C92. Daligault, Gildas;2026-05-05;;2026-07-06;;Public;6;OUT Q1 2026;Nuclear;NUC
1257469/5000;P1P1SP;Engineering;EOUT;;C11. Hubert, Jean-Charles;2026-06-15;;2026-08-10;;Public;6;ENG;Nuclear;NUC
1257469/5200;P1P1P1;Production Planned;;2024-11-13;C92. Daligault, Gildas;2026-06-15;;2026-08-10;;Public;6;OUT Q1 2026;Nuclear;NUC
1257469/6000;P1P1SP;Engineering;EOUT;;C11. Hubert, Jean-Charles;2026-07-08;;2026-09-08;;Public;6;ENG;Nuclear;NUC
1257469/6200;P1P1P1;Customer Stock;;2024-11-13;C92. Daligault, Gildas;2026-07-08;;2026-09-08;;Public;6;OUT Q1 2026;Nuclear;NUC
1257469/7000;P1P1SP;Engineering;EOUT;;C11. Hubert, Jean-Charles;2026-05-28;;2026-08-28;;Public;6;ENG;Nuclear;NUC
1257469/7200;P1P1P1;Production Ordered;;2024-11-13;C92. Daligault, Gildas;2026-05-28;;2026-08-28;;Public;6;OUT Q1 2026;Nuclear;NUC
1257469/8000;P1P1SP;Engineering;EOUT;;C11. Hubert, Jean-Charles;2026-05-28;;2026-08-28;;Public;6;ENG;Nuclear;NUC
1257469/8200;P1P1P1;Production Ordered;;2024-11-13;C92. Daligault, Gildas;2026-05-28;;2026-08-28;;Public;6;OUT Q1 2026;Nuclear;NUC
1257469/9000;P1P1P1;Engineering;;2025-03-17;C11. Hubert, Jean-Charles;2026-06-19;;2026-08-19;;Public;6;ENG;Nuclear;NUC
1257469/9200;P1P1P1;Production Planned;;2025-03-14;C92. Daligault, Gildas;2026-02-19;;2026-04-20;;Public;6;OUT Q1 2026;Nuclear;NUC
1257469/10000;P1P1P1;Engineering;;2025-03-17;C11. Hubert, Jean-Charles;2026-06-22;;2026-08-24;;Public;6;ENG;Nuclear;NUC
1257469/10200;P1P1P1;Production Planned;;2025-03-14;C92. Daligault, Gildas;2026-02-20;;2026-04-20;;Public;6;OUT Q1 2026;Nuclear;NUC
1257469/11000;P1P1P1;Engineering;;2025-06-18;C11. Hubert, Jean-Charles;2026-07-24;;2026-09-24;;Public;6;ENG;Nuclear;NUC
1257469/11200;P1P1P1;Production Ordered;;2024-11-13;C92. Daligault, Gildas;2026-02-20;;2026-04-20;;Public;6;OUT Q1 2026;Nuclear;NUC
1257469/13000;P1P1P1;Engineering;;2025-03-17;C11. Hubert, Jean-Charles;2026-05-20;;2026-07-20;;Public;6;ENG;Nuclear;NUC
1257469/14000;P1P1SP;Engineering;;2025-06-18;C11. Hubert, Jean-Charles;2026-04-14;;2026-06-15;;Public;6;ENG;Nuclear;NUC
1257469/14100;P1P1P1;Production Ordered;;2025-05-14;C92. Daligault, Gildas;2026-04-14;;2026-06-15;;Public;6;OUT Q1 2026;Nuclear;NUC
1257469/15000;P1P1SP;Engineering;;2025-06-18;C11. Hubert, Jean-Charles;2026-04-14;;2026-06-15;;Public;6;ENG;Nuclear;NUC
1257469/15100;P1P1P1;Production Ordered;;2025-05-14;C92. Daligault, Gildas;2026-04-14;;2026-06-15;;Public;6;OUT Q1 2026;Nuclear;NUC
1257470/1000;P1P1SP;Engineering;EOUT;;C11. Hubert, Jean-Charles;2026-08-27;;2026-10-27;;Public;6;ENG;Nuclear;NUC
1257470/1200;P1P1P1;Production Planned;;2024-11-13;C92. Daligault, Gildas;2026-08-27;;2026-10-27;;Public;6;OUT Q1 2026;Nuclear;NUC
1257470/2000;P1P1P1;Engineering;EOUT;;C35. Daligault, Gildas;2026-07-23;;2026-09-23;;Public;6;ENG;Nuclear;NUC
1257470/3010;P1P1RB;Purchase Confirmed;;2025-06-11;C92. Daligault, Gildas;2026-07-23;;2026-09-23;;Public;6;OUT Q1 2026;Nuclear;NUC
1257470/4000;P1P1SP;Engineering;EOUT;;C11. Hubert, Jean-Charles;2026-07-23;;2026-09-23;;Public;6;ENG;Nuclear;NUC
1257470/4200;P1P1P1;Production Ordered;;2024-11-13;C92. Daligault, Gildas;2026-07-23;;2026-09-23;;Public;6;OUT Q1 2026;Nuclear;NUC
1257470/5000;P1P1SP;Engineering;EOUT;;C11. Hubert, Jean-Charles;2026-09-03;;2026-11-03;;Public;6;ENG;Nuclear;NUC
1257470/5200;P1P1P1;Purchase Confirmed;;2024-11-13;C92. Daligault, Gildas;2026-09-03;;2026-11-03;;Public;6;OUT Q1 2026;Nuclear;NUC
1258038/1010;P1P1P1;Available in Stock;;2020-12-29;C35. Daligault, Gildas;2026-04-10;;2026-04-10;;Public;13;ON HOLD;Commercial;
1258038/2010;P1P1P1;Charges;;;C35. Daligault, Gildas;;;;;Public;13;ON HOLD;Commercial;
1263961/1000;P1P1P1;Production Ordered;;2020-10-16;C26. Bazin, Sandrine;2026-07-24;;2026-07-24;;Public;13;CERTIF;Commercial;
1271617/19000;P1P1P1;Production Released;;2022-11-25;C11. Hubert, Jean-Charles;2026-05-26;;2026-06-23;;Public;13;OUT Q1 2026;Nuclear;NUC
1271617/20000;P1P1P1;Production Released;;2022-11-25;C11. Hubert, Jean-Charles;2026-05-26;;2026-06-23;;Public;13;OUT Q1 2026;Nuclear;NUC
1271617/21000;P1P1P1;Production Released;;2022-11-25;C11. Hubert, Jean-Charles;2026-05-26;;2026-06-23;;Public;13;OUT Q1 2026;Nuclear;NUC
1271617/22000;P1P1P1;Production Released;;2022-11-25;C11. Hubert, Jean-Charles;2026-05-26;;2026-06-23;;Public;13;OUT Q1 2026;Nuclear;NUC
1271617/23000;P1P1P1;Production Released;;2022-11-25;C11. Hubert, Jean-Charles;2026-05-26;;2026-06-23;;Public;13;OUT Q1 2026;Nuclear;NUC
1271617/24000;P1P1P1;Production Released;;2022-11-25;C11. Hubert, Jean-Charles;2026-05-26;;2026-06-23;;Public;13;OUT Q1 2026;Nuclear;NUC
1271617/25000;P1P1P1;Production Released;;2022-11-25;C11. Hubert, Jean-Charles;2026-05-26;;2026-06-23;;Public;13;OUT Q1 2026;Nuclear;NUC
1271617/26000;P1P1P1;Production Released;;2022-11-25;C11. Hubert, Jean-Charles;2026-05-26;;2026-06-23;;Public;13;OUT Q1 2026;Nuclear;NUC
1271617/27000;P1P1P1;Production Released;;2022-11-25;C11. Hubert, Jean-Charles;2026-05-26;;2026-06-23;;Public;13;OUT Q1 2026;Nuclear;NUC
1271617/28000;P1P1P1;Production Released;;2022-11-25;C11. Hubert, Jean-Charles;2026-05-26;;2026-06-23;;Public;13;OUT Q1 2026;Nuclear;NUC
1271617/29000;P1P1P1;Production Released;;2022-11-25;C11. Hubert, Jean-Charles;2026-05-26;;2026-06-23;;Public;13;OUT Q1 2026;Nuclear;NUC
1271617/30000;P1P1P1;Production Released;;2022-11-25;C11. Hubert, Jean-Charles;2026-05-26;;2026-06-23;;Public;13;OUT Q1 2026;Nuclear;NUC
1271617/31000;P1P1P1;Production Released;;2022-11-25;C11. Hubert, Jean-Charles;2026-05-26;;2026-06-23;;Public;13;OUT Q1 2026;Nuclear;NUC
1271617/32000;P1P1P1;Production Released;;2022-11-25;C11. Hubert, Jean-Charles;2026-05-26;;2026-06-23;;Public;13;OUT Q1 2026;Nuclear;NUC
1271617/33000;P1P1P1;Production Released;;2022-11-25;C11. Hubert, Jean-Charles;2026-05-26;;2026-06-23;;Public;13;OUT Q1 2026;Nuclear;NUC
1271617/34000;P1P1P1;Production Released;;2022-11-25;C11. Hubert, Jean-Charles;2026-05-26;;2026-06-23;;Public;13;OUT Q1 2026;Nuclear;NUC
1271617/35000;P1P1P1;Purchase Confirmed;;2022-11-25;C11. Hubert, Jean-Charles;2026-05-26;;2026-06-23;;Public;13;OUT Q1 2026;Nuclear;NUC
1271617/36000;P1P1P1;Production Released;;2022-11-25;C11. Hubert, Jean-Charles;2026-05-26;;2026-06-23;;Public;13;OUT Q1 2026;Nuclear;NUC
1271617/48000;P1P1P1;Available in Stock;;;C35. Daligault, Gildas;2026-05-26;;2026-06-23;;Public;13;OUT Q1 2026;Nuclear;NUC
1272172/27000;P1P1P1;Production Released;;;C08. Machining;2026-01-30;;2026-02-20;;Public;13;26W09;Nuclear;PDRN
1292136/12000;P1P1P1;Charges;;;C35. Daligault, Gildas;;;;;Public;13;CHARGES;Nuclear;NUC
1296728/14000;P1P1P1;Available in Stock;;2021-01-06;C35. Daligault, Gildas;2026-04-30;;2026-04-30;;Public;25;ON HOLD;Commercial;20-27280M
1315528/1000;P1P1P1;;;2024-10-08;C35. Daligault, Gildas;;;;;Public;13;CHARGES;Nuclear;PDRN
1315552/1000;P1P1P1;;;2024-10-08;C35. Daligault, Gildas;;;;;Public;13;CHARGES;Nuclear;PDRN
1364770/2000;P1P1P1;Charges;;;C35. Daligault, Gildas;;;;;Public;6;CHARGES;Commercial;
1371940/11000;P1P1P1;Engineering;EOUT;;C92. Daligault, Gildas;2026-02-27;;2026-04-30;;Public;4;ENG;Nuclear;PDRN
1371940/13000;P1P1P1;Available in Stock;;;C35. Daligault, Gildas;2026-02-27;;2026-04-30;;Public;4;OUT Q1 2026;Nuclear;PDRN
1371940/14000;P1P1P1;Available in Stock;;;C35. Daligault, Gildas;2026-02-27;;2026-04-30;;Public;4;OUT Q1 2026;Nuclear;PDRN
1371940/16000;P1P1P1;Charges;;;C35. Daligault, Gildas;;;;;Public;4;CHARGES;Nuclear;PDRN
1371940/24000;P1P1P1;Purchase Requisition;;2026-01-29;C08. Machining;;;;;Public;4;> Q1 2026;Nuclear;PDRN
1417861/1000;P1P1P1;Shipping;;2022-05-17;C21. Masse, Mickael;2025-08-08;;2025-08-08;;Public;25;26W09;Commercial;RSSO-64164-1
1417861/2000;P1P1P1;Shipping;;2022-01-25;C21. Masse, Mickael;2025-10-17;;2025-10-17;;Public;25;26W09;Commercial;RSSO-64164-1
1417861/3000;P1P1P1;Shipping;;2022-01-25;C02. Jacquelin, Estelle;2025-06-30;;2025-06-30;;Public;25;26W09;Commercial;RSSO-64164-1
1417861/4000;P1P1P1;Shipping;;2022-03-02;C35. Daligault, Gildas;2026-02-27;;2026-02-27;;Public;25;26W09;Commercial;RSSO-64164-1
1417861/5000;P1P1P1;Charges;;;C35. Daligault, Gildas;;;;;Public;25;CHARGES;Commercial;RSSO-64164-1
1417861/6000;P1P1P1;Charges;;;C35. Daligault, Gildas;;;;;Public;25;CHARGES;Commercial;RSSO-64164-1
1417861/7000;P1P1P1;Charges;;;C92. Daligault, Gildas;;;;;Public;25;CHARGES;Commercial;RSSO-64164-1
1417861/8000;P1P1P1;Shipping;;2022-05-17;C21. Masse, Mickael;2025-08-08;;2025-08-08;;Public;25;26W09;Commercial;RSSO-64164-1
1417861/9000;P1P1P1;Shipping;;2022-01-25;C21. Masse, Mickael;2025-10-17;;2025-10-17;;Public;25;26W09;Commercial;RSSO-64164-1
1417861/10000;P1P1P1;Shipping;;2022-01-25;C02. Jacquelin, Estelle;2025-06-30;;2025-06-30;;Public;25;26W09;Commercial;RSSO-64164-1
1417861/11000;P1P1P1;Shipping;;2022-03-02;C35. Daligault, Gildas;2026-02-27;;2026-02-27;;Public;25;26W09;Commercial;RSSO-64164-1
1417861/12000;P1P1P1;Charges;;;C35. Daligault, Gildas;;;;;Public;25;CHARGES;Commercial;RSSO-64164-1
1417861/13000;P1P1P1;Charges;;;C35. Daligault, Gildas;;;;;Public;25;CHARGES;Commercial;RSSO-64164-1
1417861/14000;P1P1P1;Charges;;;C92. Daligault, Gildas;;;;;Public;25;CHARGES;Commercial;RSSO-64164-1
1425364/15000;P1P1P1;;;2022-01-17;C35. Daligault, Gildas;;;;;Public;13;CHARGES;Nuclear;NUC
1439228/5000;P1P1P1;Purchase Confirmed;;;C08. Machining;2026-03-09;;2026-03-20;;Public;4;26W13;Nuclear;
1445409/1000;P1P1P1;Booking;;2022-06-27;C35. Daligault, Gildas;2030-12-31;;2030-12-31;;Public;13;> Q1 2026;Commercial;
1466371/2000;P1P1P1;Shipping;;;C05. Masse, Mickael;2025-07-25;;2025-07-25;;Assoco;13;ON HOLD;Commercial;
1469841/1010;P1P1P1;Engineering;EOUT;;C11. Hubert, Jean-Charles;2026-04-13;;2026-07-16;;Public;4;ENG;Nuclear;21-09602
1469841/3010;P1P1P1;Purchase Ordered;;2023-11-06;C11. Hubert, Jean-Charles;2026-06-26;;2026-08-26;;Public;4;OUT Q1 2026;Nuclear;21-09602
1469841/4020;P1P1ZZ;Engineering;ENGR;;C35. Daligault, Gildas;2026-01-05;;2026-03-04;;Public;4;ENG;Nuclear;21-09602
1469841/5010;P1P1P1;Engineering Issue;;2023-11-06;C11. Hubert, Jean-Charles;2026-05-04;;2026-07-06;;Public;4;OUT Q1 2026;Nuclear;21-09602
1498842/1000;P1P1P1;Engineering;EOUT;;C35. Daligault, Gildas;2026-02-27;;2026-04-30;;Public;6;ENG;Nuclear;NUC
1498842/2000;P1P1P1;Engineering;EOUT;;C35. Daligault, Gildas;2026-02-27;;2026-04-30;;Public;6;ENG;Nuclear;NUC
1498842/3000;P1P1P1;Engineering;EOUT;;C35. Daligault, Gildas;2026-02-27;;2026-04-30;;Public;6;ENG;Nuclear;NUC
1498842/4000;P1P1P1;Engineering;EOUT;;C35. Daligault, Gildas;2026-02-27;;2026-04-30;;Public;6;ENG;Nuclear;NUC
1498842/5000;P1P1P1;Engineering;EOUT;;C35. Daligault, Gildas;2026-02-27;;2026-04-30;;Public;6;ENG;Nuclear;NUC
1498842/6000;P1P1P1;Engineering;EOUT;;C35. Daligault, Gildas;2026-02-27;;2026-04-30;;Public;6;ENG;Nuclear;NUC
1498842/7000;P1P1P1;Engineering;EOUT;;C35. Daligault, Gildas;2026-02-27;;2026-04-30;;Public;6;ENG;Nuclear;NUC
1498842/8000;P1P1P1;Engineering;EOUT;;C35. Daligault, Gildas;2026-02-27;;2026-04-30;;Public;6;ENG;Nuclear;NUC
1498842/9000;P1P1P1;Engineering;EOUT;;C35. Daligault, Gildas;2026-02-27;;2026-04-30;;Public;6;ENG;Nuclear;NUC
1498842/10000;P1P1P1;Engineering;EOUT;;C35. Daligault, Gildas;2026-02-27;;2026-04-30;;Public;6;ENG;Nuclear;NUC
1498842/11000;P1P1P1;Engineering;EOUT;;C35. Daligault, Gildas;2026-02-27;;2026-04-30;;Public;6;ENG;Nuclear;NUC
1498842/12000;P1P1P1;Engineering;EOUT;;C35. Daligault, Gildas;2026-02-27;;2026-04-30;;Public;6;ENG;Nuclear;NUC
1498842/13000;P1P1P1;Engineering;EOUT;;C35. Daligault, Gildas;2026-02-27;;2026-04-30;;Public;6;ENG;Nuclear;NUC
1498842/14000;P1P1P1;Engineering;EOUT;;C35. Daligault, Gildas;2026-02-27;;2026-04-30;;Public;6;ENG;Nuclear;NUC
1498842/15000;P1P1P1;Engineering;EOUT;;C35. Daligault, Gildas;2026-02-27;;2026-04-30;;Public;6;ENG;Nuclear;NUC
1498842/16000;P1P1P1;Engineering;EOUT;;C35. Daligault, Gildas;2026-02-27;;2026-04-30;;Public;6;ENG;Nuclear;NUC
1498842/17000;P1P1P1;Engineering;EOUT;;C35. Daligault, Gildas;2026-02-27;;2026-04-30;;Public;6;ENG;Nuclear;NUC
1498842/18000;P1P1P1;Engineering;EOUT;;C35. Daligault, Gildas;2026-02-27;;2026-04-30;;Public;6;ENG;Nuclear;NUC
1498842/19000;P1P1P1;Engineering;EOUT;;C35. Daligault, Gildas;2026-02-27;;2026-04-30;;Public;6;ENG;Nuclear;NUC
1498842/20000;P1P1P1;Engineering;EOUT;;C35. Daligault, Gildas;2026-02-27;;2026-04-30;;Public;6;ENG;Nuclear;NUC
1498842/21000;P1P1P1;Engineering;EOUT;;C35. Daligault, Gildas;2026-02-27;;2026-04-30;;Public;6;ENG;Nuclear;NUC
1498842/22000;P1P1P1;Engineering;EOUT;;C35. Daligault, Gildas;2026-02-27;;2026-04-30;;Public;6;ENG;Nuclear;NUC
1498842/23000;P1P1P1;Engineering;EOUT;;C35. Daligault, Gildas;2026-02-27;;2026-04-30;;Public;6;ENG;Nuclear;NUC
1498842/24000;P1P1P1;Engineering;EOUT;;C35. Daligault, Gildas;2026-02-27;;2026-04-30;;Public;6;ENG;Nuclear;NUC
1498842/25000;P1P1P1;Engineering;EOUT;;C35. Daligault, Gildas;2026-02-27;;2026-04-30;;Public;6;ENG;Nuclear;NUC
1498842/26000;P1P1P1;Engineering;EOUT;;C35. Daligault, Gildas;2026-02-27;;2026-04-30;;Public;6;ENG;Nuclear;NUC
1498842/31000;P1P1P1;Charges;;;C35. Daligault, Gildas;;;;;Public;6;CHARGES;Nuclear;NUC
1498842/32000;P1P1P1;Charges;;;C35. Daligault, Gildas;;;;;Public;6;CHARGES;Nuclear;NUC
1498842/33000;P1P1SP;Engineering;EOUT;;C10. Jacquelin, Estelle;2026-03-31;;2026-03-31;;Public;6;ENG;Nuclear;NUC
1498842/34000;P1P1SP;Engineering;EOUT;;C10. Jacquelin, Estelle;2026-03-31;;2026-03-31;;Public;6;ENG;Nuclear;NUC
1498842/35000;P1P1SP;Engineering;EOUT;;C10. Jacquelin, Estelle;2026-03-31;;2026-03-31;;Public;6;ENG;Nuclear;NUC
1498842/36000;P1P1SP;Engineering;EOUT;;C10. Jacquelin, Estelle;2026-03-31;;2026-03-31;;Public;6;ENG;Nuclear;NUC
1498858/3000;P1P1P1;Engineering;EOUT;;C35. Daligault, Gildas;2026-02-27;;2026-04-30;;Public;6;ENG;Nuclear;NUC
1498858/4000;P1P1P1;Engineering;EOUT;;C35. Daligault, Gildas;2026-02-27;;2026-04-30;;Public;6;ENG;Nuclear;NUC
1498858/5000;P1P1P1;Engineering;EOUT;;C35. Daligault, Gildas;2026-02-27;;2026-04-30;;Public;6;ENG;Nuclear;NUC
1498858/6000;P1P1P1;Engineering;EOUT;;C35. Daligault, Gildas;2026-02-27;;2026-04-30;;Public;6;ENG;Nuclear;NUC
1498858/7000;P1P1P1;Engineering;EOUT;;C35. Daligault, Gildas;2026-02-27;;2026-04-30;;Public;6;ENG;Nuclear;NUC
1498858/8000;P1P1P1;Engineering;EOUT;;C35. Daligault, Gildas;2026-02-27;;2026-04-30;;Public;6;ENG;Nuclear;NUC
1498858/9000;P1P1P1;Engineering;EOUT;;C35. Daligault, Gildas;2026-02-27;;2026-04-30;;Public;6;ENG;Nuclear;NUC
1498858/10000;P1P1P1;Engineering;EOUT;;C35. Daligault, Gildas;2026-02-27;;2026-04-30;;Public;6;ENG;Nuclear;NUC
1498858/11000;P1P1P1;Engineering;EOUT;;C35. Daligault, Gildas;2026-02-27;;2026-04-30;;Public;6;ENG;Nuclear;NUC
1498858/12000;P1P1P1;Engineering;EOUT;;C35. Daligault, Gildas;2026-02-27;;2026-04-30;;Public;6;ENG;Nuclear;NUC
1498858/13000;P1P1P1;Engineering;EOUT;;C35. Daligault, Gildas;2026-02-27;;2026-04-30;;Public;6;ENG;Nuclear;NUC
1498858/14000;P1P1P1;Engineering;EOUT;;C35. Daligault, Gildas;2026-02-27;;2026-04-30;;Public;6;ENG;Nuclear;NUC
1498858/15000;P1P1P1;Engineering;EOUT;;C35. Daligault, Gildas;2026-02-27;;2026-04-30;;Public;6;ENG;Nuclear;NUC
1498858/16000;P1P1P1;Engineering;EOUT;;C35. Daligault, Gildas;2026-02-27;;2026-04-30;;Public;6;ENG;Nuclear;NUC
1498858/17000;P1P1P1;Engineering;EOUT;;C35. Daligault, Gildas;2026-02-27;;2026-04-30;;Public;6;ENG;Nuclear;NUC
1498858/18000;P1P1P1;Engineering;EOUT;;C35. Daligault, Gildas;2026-02-27;;2026-04-30;;Public;6;ENG;Nuclear;NUC
1498858/19000;P1P1P1;Engineering;EOUT;;C35. Daligault, Gildas;2026-02-27;;2026-04-30;;Public;6;ENG;Nuclear;NUC
1498858/20000;P1P1P1;Engineering;EOUT;;C35. Daligault, Gildas;2026-02-27;;2026-04-30;;Public;6;ENG;Nuclear;NUC
1498858/21000;P1P1P1;Engineering;EOUT;;C35. Daligault, Gildas;2026-02-27;;2026-04-30;;Public;6;ENG;Nuclear;NUC
